City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
627,Tanout,NE,14.9709,8.8879,76.75,5,93,9.55,overcast clouds
628,Winnemucca,US,40.973,-117.7357,49.15,28,69,6.78,broken clouds
629,Whyalla,AU,-33.0333,137.5833,71.01,44,3,11.39,clear sky
630,Mirnyy,RU,62.5353,113.9611,21.24,57,99,11.01,overcast clouds
631,Katobu,ID,-4.9408,122.5276,84.49,71,75,4.27,broken clouds
632,Eyrarbakki,IS,63.863,-21.1481,41.2,99,100,7.2,moderate rain
633,Nan,TH,18.8333,100.6667,83.57,35,23,2.73,few clouds
634,Totskoye,RU,52.5248,52.7623,52.81,66,100,16.35,overcast clouds
635,Belmonte,BR,-15.8631,-38.8828,75.7,85,16,3.22,few clouds
636,Cape Coast,GH,5.1053,-1.2466,79.5,87,95,10.02,overcast clouds
637,Verkhnyaya Inta,RU,65.9811,60.3094,20.03,73,63,4.81,broken clouds
638,Arkhangelskoye,RU,55.8549,35.3287,24.69,93,100,13.69,overcast clouds
639,Macau,MO,22.2006,113.5461,76.86,45,0,14.97,clear sky
640,Birao,CF,10.2849,22.7882,77.14,19,94,5.55,overcast clouds
641,Shimoda,JP,34.6667,138.95,50.36,87,99,16.51,moderate rain
642,Luebo,CD,-5.35,21.4167,67.46,99,100,1.12,overcast clouds
643,Berbera,SO,10.4396,45.0143,81.01,75,22,6.93,few clouds
644,Oranjemund,NA,-28.55,16.4333,55.49,95,92,2.04,overcast clouds
645,Joaquim Nabuco,BR,-8.6244,-35.5333,71.74,94,22,2.33,few clouds
646,Sri Aman,MY,1.2376,111.4621,91.4,53,99,1.1,overcast clouds
647,Corinto,GR,37.9407,22.9573,56.89,74,2,7.76,clear sky
648,Fare,PF,-16.7,-151.0167,81.7,76,27,5.32,light rain
649,Kaihua,CN,23.3687,104.28,61.56,37,0,6.69,clear sky
650,Princeton,US,25.5384,-80.4089,74.01,83,70,4.0,broken clouds
651,Palestine,PS,31.9216,35.2033,63.93,33,100,3.4,overcast clouds
652,Aguada De Pasajeros,CU,22.385,-80.8508,74.68,86,21,4.56,moderate rain
653,Korem,ET,12.5058,39.5228,58.91,63,22,7.27,few clouds
654,Cabadiangan,PH,9.7531,122.4739,84.27,66,99,6.6,overcast clouds
655,Cavalcante,BR,-13.7975,-47.4583,65.68,52,10,3.09,clear sky
656,Ixtapa,MX,20.7,-105.2,64.54,87,7,2.21,clear sky
657,Anloga,GH,5.7947,0.8973,81.95,83,92,12.62,overcast clouds
658,Banff,CA,51.1762,-115.5698,21.49,96,37,3.42,scattered clouds
659,Luba,GQ,3.4568,8.5547,80.55,80,100,7.23,overcast clouds
660,Koster,ZA,-25.863,26.8976,60.22,63,38,8.7,scattered clouds
661,Yarmouth,US,41.7057,-70.2286,41.47,79,0,1.01,clear sky
662,Gyoda,JP,36.1333,139.45,49.3,74,100,3.42,light rain
663,Estevan,CA,49.1334,-102.9842,34.14,58,92,14.85,overcast clouds
664,Talnakh,RU,69.4865,88.3972,7.21,91,99,6.06,overcast clouds
665,Ayolas,PY,-27.4,-56.9,67.59,91,85,4.38,light rain
666,Tilichiki,RU,60.4667,166.1,21.97,84,100,7.31,overcast clouds
667,Robertsport,LR,6.7533,-11.3686,76.06,90,100,8.12,overcast clouds
668,Belaya Gora,RU,68.5333,146.4167,7.25,79,99,2.15,overcast clouds
669,Deputatskiy,RU,69.3,139.9,0.05,86,99,3.13,overcast clouds
670,Baykit,RU,61.67,96.37,24.67,66,95,10.38,overcast clouds
671,Nawa,IN,27.0167,75.0,96.51,7,0,14.54,clear sky
672,Albury,AU,-36.0833,146.9167,56.84,94,100,2.62,overcast clouds
673,Berlevag,NO,70.8578,29.0864,22.8,69,100,18.95,overcast clouds
674,Tobane,BW,-21.95,27.9,68.72,70,60,6.46,broken clouds
675,Nadym,RU,65.5333,72.5167,14.27,85,10,8.72,clear sky
676,Aranos,NA,-24.1333,19.1167,66.63,25,0,7.07,clear sky
677,Elizabeth City,US,36.2946,-76.2511,53.62,84,100,6.4,overcast clouds
678,Forli,IT,44.2236,12.0528,42.01,88,53,7.0,broken clouds
679,Olden,NO,61.8364,6.8064,35.11,97,100,4.21,light snow
680,Bethal,ZA,-26.4579,29.4655,54.55,78,41,5.5,scattered clouds
681,Sijunjung,ID,-0.6876,100.9537,94.1,33,30,3.06,scattered clouds
682,Poya,NC,-21.35,165.15,84.16,78,85,10.04,overcast clouds
683,Gogrial,SS,8.5332,28.1004,85.37,41,98,3.49,overcast clouds
684,Nyazepetrovsk,RU,56.0531,59.6028,35.87,100,100,4.56,overcast clouds
