City_ID,City,Country,Max Temp,Weather Description,Lat,Lng,Hotel Name
1,Salalah,OM,78.89,clear sky,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
2,Port Elizabeth,ZA,65.1,moderate rain,-33.918,25.5701,39 On Nile Guest House
3,Barranca,PE,67.21,broken clouds,-10.75,-77.7667,El Olivar Hospedaje
4,Veraval,IN,85.33,clear sky,20.9,70.3667,Lords Inn Somnath
5,Arraial Do Cabo,BR,76.23,overcast clouds,-22.9661,-42.0278,Pousada Porto Praia
8,Mogadishu,SO,82.27,broken clouds,2.0371,45.3438,Hotel Juba
9,Springbok,ZA,52.25,overcast clouds,-29.6643,17.8865,Undulata Country Lodge
10,Butaritari,KI,82.04,light rain,3.0707,172.7902,Isles Sunset Lodge
12,Atuona,PF,79.77,few clouds,-9.8,-139.0333,Villa Enata
13,Byron Bay,AU,80.49,scattered clouds,-28.65,153.6167,Backpackers Inn
14,Cape Town,ZA,61.11,clear sky,-33.9258,18.4232,"Radisson Blu Hotel Waterfront, Cape Town"
17,Kashi,CN,61.81,few clouds,39.4547,75.9797,帕米尔青年旅舍
18,Wamba,NG,73.36,overcast clouds,8.9333,8.6,Roma Zee Guest House Annex
19,Hobart,AU,63.27,broken clouds,-42.8794,147.3294,St Ives Hobart Accommodation Tasmania
21,Mataura,NZ,59.31,scattered clouds,-46.1927,168.8643,Ellie's Villa
23,Port Alfred,ZA,64.18,light rain,-33.5906,26.891,The Halyards Hotel
27,Puerto Ayora,EC,76.55,scattered clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
28,Dwarka,IN,82.83,clear sky,22.2394,68.9678,Hotel Narayan Avezika Comfort
29,Azacualpa,HN,74.05,few clouds,15.3433,-88.5514,Guevara
30,Rosamorada,MX,63.75,scattered clouds,22.1222,-105.2058,Hotel Gonzalez
31,Saint-Georges,GD,77.59,scattered clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
32,Grand Gaube,MU,77.4,light rain,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
34,Arrecife,ES,60.78,clear sky,28.963,-13.5477,Hotel Lancelot
35,Aden,YE,82.18,clear sky,12.7794,45.0367,Sama Emirate Hotel
36,Asyut,EG,66.38,overcast clouds,27.181,31.1837,فندق ميس إيجيبت Miss Egypt Hotel
38,Mar Del Plata,AR,59.88,clear sky,-38.0023,-57.5575,Gran Hotel Mar del Plata
41,Xai-Xai,MZ,75.61,broken clouds,-25.0519,33.6442,Complexo da Familia
42,Souillac,MU,77.38,light rain,-20.5167,57.5167,Shanti Maurice Resort & Spa
43,Levelland,US,62.96,clear sky,33.5873,-102.378,"Holiday Inn Express & Suites Levelland, an IHG Hotel"
44,Napier,NZ,66.27,clear sky,-39.4833,176.9167,The Nautilus Napier
47,Porto Novo,BJ,84.02,overcast clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
48,Saint George,US,69.94,clear sky,37.1041,-113.5841,Best Western Plus Abbey Inn
49,Esperance,AU,85.84,broken clouds,-33.8667,121.9,Hospitality Esperance
51,Hithadhoo,MV,83.61,few clouds,-0.6,73.0833,Scoop Guest House
53,Pemangkat,ID,85.57,few clouds,1.1667,108.9667,Ramah Kost KITA
54,Vaini,TO,82.56,broken clouds,-21.2,-175.2,Keleti Beach Resort
55,Rikitea,PF,75.74,few clouds,-23.1203,-134.9692,People ThankYou
56,East London,ZA,63.54,scattered clouds,-33.0153,27.9116,Tu Casa
60,Erenhot,CN,59.45,clear sky,43.6475,111.9767,Erenhot Rurouni Youth Hostel
61,New Norfolk,AU,62.92,scattered clouds,-42.7826,147.0587,The Shingles Riverside Cottages
63,Camacha,PT,58.42,scattered clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
67,Hilo,US,76.73,overcast clouds,19.7297,-155.09,Hilo Hawaiian Hotel
70,Caravelas,BR,73.54,clear sky,-17.7125,-39.2481,Pousada dos Navegantes
73,Hobyo,SO,83.12,scattered clouds,5.3505,48.5268,Iftin hotel hobyo
76,Aginskoye,RU,51.93,overcast clouds,51.1,114.53,Кочевник
81,Guerrero Negro,MX,59.47,overcast clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
82,Venado Tuerto,AR,58.77,clear sky,-33.7456,-61.9688,La Bianca.
83,Mahebourg,MU,77.29,broken clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
84,Cap Malheureux,MU,77.47,light rain,-19.9842,57.6142,Pereybere Hotel & Spa
85,Kaitangata,NZ,62.17,overcast clouds,-46.2817,169.8464,Kaitangata Motor Camp
87,Huaraz,PE,50.27,moderate rain,-9.5333,-77.5333,Hotel El Tumi
88,Ambilobe,MG,77.9,clear sky,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
90,Bredasdorp,ZA,58.15,scattered clouds,-34.5322,20.0403,Bredasdorp Country Manor
91,Ajdabiya,LY,66.96,broken clouds,30.7554,20.2263,Almadina Hotel
92,Kapaa,US,78.78,light rain,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
93,Georgetown,MY,89.53,few clouds,5.4112,100.3354,Cititel Penang
95,Karratha,AU,90.59,clear sky,-20.7377,116.8463,ibis Styles Karratha
96,Broken Hill,AU,73.11,broken clouds,-31.95,141.4333,Royal Exchange Hotel
100,Ribeira Grande,PT,59.5,overcast clouds,38.5167,-28.7,Quinta da Meia Eira
102,Sinnamary,GF,77.67,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
104,Gushikawa,JP,64.4,light intensity shower rain,26.3544,127.8686,Kirari Guest House
109,Arlit,NE,78.94,scattered clouds,18.7369,7.3853,Case de Passage De la Prefecture
110,Canchungo,GW,65.57,few clouds,12.0672,-16.0333,Aparthotel Napalach
111,Ilhabela,BR,73.71,overcast clouds,-23.7781,-45.3581,Ilha Flat Hotel
112,Palu,ID,81.14,overcast clouds,-0.8917,119.8707,Hotel Santika Palu
114,Bhind,IN,99.18,clear sky,26.5642,78.7883,Hotel Kanha Palace and Family Restaurant
115,Morant Bay,JM,80.22,scattered clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
116,Durusu,TR,53.78,broken clouds,41.3053,28.6767,Durusu Talebe Yurdu
117,Boyuibe,BO,60.69,broken clouds,-20.4167,-63.2833,Residencial Eluzai
120,Avarua,CK,80.65,broken clouds,-21.2078,-159.775,Paradise Inn
121,Touros,BR,76.53,broken clouds,-5.1989,-35.4608,INN NEW HORIZON
122,Manavalakurichi,IN,86.16,few clouds,8.1333,77.3,Jebinrio home
123,Hermanus,ZA,57.79,few clouds,-34.4187,19.2345,Misty Waves Boutique Hotel
124,Victoria,HK,73.96,scattered clouds,22.2855,114.1577,Mini Hotel Central
125,Lebu,CL,50.92,scattered clouds,-37.6167,-73.65,Hostal Las Lilas
126,Saint-Pierre,RE,75.18,moderate rain,-21.3393,55.4781,Lindsey Hôtel
127,Atambua,ID,82.67,few clouds,-9.1061,124.8925,Kost Alfa Flat
128,Aksha,RU,53.51,broken clouds,50.2814,113.2867,Vizit
130,Kibala,TD,84.15,clear sky,9.1104,18.3463,hotel safari
131,Bluff,NZ,57.52,broken clouds,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
132,Castro,BR,58.75,overcast clouds,-24.7911,-50.0119,CHACARA BAILLY
133,Bonthe,SL,76.78,overcast clouds,7.5264,-12.505,Bonthe Holiday Village
134,Carnarvon,AU,82.47,broken clouds,-24.8667,113.6333,Hospitality Carnarvon
135,Dunyapur,PK,96.22,clear sky,29.7995,71.7196,Ghulam Abbas House
136,Manokwari,ID,82.8,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
137,Sibolga,ID,83.35,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
139,Sangmelima,CM,67.17,overcast clouds,2.9333,11.9833,gamestar hotel
140,Pitimbu,BR,77.59,broken clouds,-7.4706,-34.8086,Reserva do Abiaí
142,Busselton,AU,69.33,overcast clouds,-33.65,115.3333,Observatory Guest House
144,San Rafael Del Sur,NI,83.37,overcast clouds,11.8485,-86.4384,Hospedaje El Chino
145,Kindu,CD,70.81,overcast clouds,-2.95,25.95,Résidence Okanda
148,Constitucion,CL,56.14,overcast clouds,-35.3333,-72.4167,Hotel Boutique Las Azucenas
149,Mamallapuram,IN,91.45,clear sky,12.6264,80.1722,Radisson Blu Resort Temple Bay Mamallapuram
150,Bandarbeyla,SO,79.41,clear sky,9.4942,50.8122,JABIR HOTEL
153,Barkhan,PK,80.04,few clouds,29.8977,69.5256,Sardar
154,Makakilo City,US,79.12,light intensity drizzle,21.3469,-158.0858,Marriott's Ko Olina Beach Club
156,Natal,BR,79.02,scattered clouds,-5.795,-35.2094,Villa Park Hotel | Natal
157,Bengkulu,ID,84.85,few clouds,-3.8004,102.2655,Grage Hotel Bengkulu
161,Kismayo,SO,82.71,few clouds,-0.3582,42.5454,Agan-Hotel
162,Alofi,NU,76.89,scattered clouds,-19.0595,-169.9187,Taloa Heights
163,Tolaga Bay,NZ,67.05,scattered clouds,-38.3667,178.3,Tolaga Bay Motel
164,Mattru,SL,74.77,overcast clouds,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
165,Kandrian,PG,77.7,overcast clouds,-6.2167,149.55,Kandrian Station
166,Dubbo,AU,77.13,scattered clouds,-32.25,148.6167,Quality Inn Dubbo International
167,Azul,AR,55.35,clear sky,-36.777,-59.8585,Cabañas Dulcinea
168,Lorengau,PG,82.44,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
169,Noumea,NC,84.99,overcast clouds,-22.2763,166.4572,Hôtel Le Lagon
170,Saldanha,ZA,57.25,clear sky,-33.0117,17.9442,Blue Bay Lodge
173,Waingapu,ID,85.3,clear sky,-9.6567,120.2641,Pondok Wisata Elim
174,Christchurch,NZ,66.4,scattered clouds,-43.5333,172.6333,The George
175,Pampa,US,59.95,clear sky,35.5362,-100.9599,"Holiday Inn Express & Suites Pampa, an IHG Hotel"
176,Kalemie,CD,72.63,light rain,-5.9475,29.1947,Mahobilali
178,Porto Santo,PT,61.18,scattered clouds,33.072,-16.3415,Hotel Porto Santo & Spa
