City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
166,Poum,NC,2022-04-02 04:14:00,-20.2333,164.0167,82.24,82,94,15.17
167,Bozoum,CF,2022-04-02 04:14:01,6.3193,16.3799,72.28,74,93,6.8
168,Squinzano,IT,2022-04-02 04:14:01,40.4365,18.0418,54.93,67,37,19.08
169,Shingu,JP,2022-04-02 04:14:02,33.7333,135.9833,52.27,50,100,5.39
170,Nenjiang,CN,2022-04-02 04:14:02,49.1833,125.2167,46.92,41,51,12.12
171,Campana,AR,2022-04-02 04:14:03,-34.1687,-58.9591,55.11,89,24,4.85
172,Castro,BR,2022-04-02 04:14:03,-24.7911,-50.0119,54.12,98,100,6.02
173,Waipawa,NZ,2022-04-02 04:14:04,-41.4122,175.5153,62.17,78,92,3.94
174,Hotaka,JP,2022-04-02 04:14:04,36.3396,137.8825,51.76,48,87,1.86
175,Bethel,US,2022-04-02 04:14:05,41.3712,-73.414,42.89,54,100,13.8
176,Dzaoudzi,YT,2022-04-02 04:14:05,-12.7887,45.2699,76.89,94,0,2.3
177,Ergani,TR,2022-04-02 04:14:06,38.2653,39.7621,48.65,60,78,1.81
178,Saskylakh,RU,2022-04-02 04:14:06,71.9167,114.0833,8.4,93,99,10.11
179,Cayenne,GF,2022-04-02 04:14:07,4.9333,-52.3333,77.09,1,0,2.3
180,Aljezur,PT,2022-04-02 04:14:07,37.3191,-8.8033,48.04,63,85,7.67
181,Avera,US,2022-04-02 04:14:08,33.194,-82.5271,49.51,55,0,6.44
182,Tucuma,BR,2022-04-02 04:15:08,-0.1833,-50.05,74.97,94,99,4.61
183,Sampit,ID,2022-04-02 04:15:09,-2.5333,112.95,94.33,47,68,2.21
184,Komsomolets,KZ,2022-04-02 04:15:09,53.7453,62.0708,40.12,87,100,10.69
185,Narsaq,GL,2022-04-02 04:15:10,60.9167,-46.05,48.42,76,100,0.83
186,Padang,ID,2022-04-02 04:15:10,-0.9492,100.3543,87.85,56,79,5.21
187,Axim,GH,2022-04-02 04:15:11,4.8699,-2.2405,79.12,85,100,6.33
188,Laguna,US,2022-04-02 04:15:11,38.421,-121.4238,65.44,62,0,6.91
189,Sur,OM,2022-04-02 04:15:11,22.5667,59.5289,83.32,48,0,7.18
190,Thompson,CA,2022-04-02 04:15:12,55.7435,-97.8558,15.96,86,100,6.91
191,Totoral,PE,2022-04-02 04:15:13,-17.4053,-70.365,61.68,66,76,1.19
192,Ponta Delgada,PT,2022-04-02 04:15:14,37.7333,-25.6667,56.12,88,40,4.61
193,Maceio,BR,2022-04-02 04:15:14,-9.6658,-35.7353,74.64,94,75,4.61
194,Kirovsk,UA,2022-04-02 04:15:15,48.6375,38.6428,53.58,51,58,18.07
195,Yarmolyntsi,UA,2022-04-02 04:15:15,49.1924,26.8373,46.36,91,100,13.51
196,Ruidoso,US,2022-04-02 04:12:57,33.3317,-105.673,48.34,21,0,4.61
197,Beringovskiy,RU,2022-04-02 04:12:19,63.05,179.3167,22.35,94,100,11.7
198,Librazhd,AL,2022-04-02 04:15:17,41.1794,20.315,51.62,90,98,7.54
199,Tuktoyaktuk,CA,2022-04-02 04:15:17,69.4541,-133.0374,-20.2,76,0,6.91
200,Sioux Lookout,CA,2022-04-02 04:15:18,50.1001,-91.917,35.67,87,75,5.75
201,Castel Volturno,IT,2022-04-02 04:15:18,41.0149,13.9462,49.96,71,40,12.66
202,Goundam,ML,2022-04-02 04:15:19,16.4145,-3.6708,81.48,12,100,8.55
203,Dunda,TZ,2022-04-02 04:15:19,-8.1167,34.25,61.25,98,99,2.8
204,Jacutinga,BR,2022-04-02 04:15:20,-22.2856,-46.6122,61.75,97,50,3.62
205,Kodiak,US,2022-04-02 04:15:20,57.79,-152.4072,36.91,87,100,12.66
206,Lorengau,PG,2022-04-02 04:15:21,-2.0226,147.2712,78.04,88,100,14.9
207,Villa Carlos Paz,AR,2022-04-02 04:15:21,-31.4241,-64.4978,48.88,44,0,3.0
208,Beidao,CN,2022-04-02 04:15:22,34.5686,105.8933,61.84,26,0,3.71
209,Tagab,AF,2022-04-02 04:15:22,34.855,69.6492,65.79,21,0,6.82
210,Itoman,JP,2022-04-02 04:15:23,26.1247,127.6694,63.37,96,75,10.36
211,Mezen,RU,2022-04-02 04:15:23,65.8522,44.24,9.12,97,92,3.71
212,Sao Felix Do Xingu,BR,2022-04-02 04:15:24,-6.6447,-51.995,70.84,98,99,1.23
213,Los Llanos De Aridane,ES,2022-04-02 04:15:24,28.6585,-17.9182,58.75,92,100,6.91
214,Kruisfontein,ZA,2022-04-02 04:15:25,-34.0033,24.7314,58.89,84,19,6.22
215,Coquimbo,CL,2022-04-02 04:13:16,-29.9533,-71.3436,56.93,82,100,4.61
216,Klaksvik,FO,2022-04-02 04:15:25,62.2266,-6.589,34.72,68,99,15.3
217,Raudeberg,NO,2022-04-02 04:15:26,61.9875,5.1352,32.86,82,100,8.57
218,Edmundston,CA,2022-04-02 04:15:26,47.3737,-68.3251,34.03,93,100,13.8
219,Popondetta,PG,2022-04-02 04:15:27,-8.7537,148.2534,81.55,73,100,4.16
220,Kysyl-Syr,RU,2022-04-02 04:15:27,63.8986,122.7617,27.14,88,100,0.76
221,Atar,MR,2022-04-02 04:15:27,20.5169,-13.0499,72.41,18,0,5.55
222,Mae Sai,TH,2022-04-02 04:15:28,20.4335,99.8762,75.56,66,92,4.03
223,Quibdo,CO,2022-04-02 04:15:28,5.6947,-76.6611,73.87,98,93,1.07
224,East London,ZA,2022-04-02 04:15:29,-33.0153,27.9116,61.74,100,100,10.36
225,Christchurch,NZ,2022-04-02 04:15:29,-43.5333,172.6333,66.42,73,75,5.75
226,Victoria,HK,2022-04-02 04:15:30,22.2855,114.1577,61.25,81,100,8.01
227,Le Port,RE,2022-04-02 04:15:30,-20.9373,55.2919,75.2,82,100,8.79
228,Kutum,SD,2022-04-02 04:15:31,14.2,24.6667,68.97,14,4,6.76
229,Gusev,RU,2022-04-02 04:16:31,54.5922,22.1997,28.74,65,100,14.94
230,Mahebourg,MU,2022-04-02 04:16:32,-20.4081,57.7,79.09,78,75,21.85
231,Indramayu,ID,2022-04-02 04:16:32,-6.3264,108.32,84.52,67,44,4.0
232,Ornskoldsvik,SE,2022-04-02 04:16:32,63.2909,18.7153,22.15,73,34,11.5
233,Vardo,NO,2022-04-02 04:16:33,70.3705,31.1107,26.64,74,100,20.74
234,Warwick,US,2022-04-02 04:11:54,41.7001,-71.4162,42.1,62,20,20.71
235,Xinzhi,CN,2022-04-02 04:16:34,36.4989,111.7047,59.32,12,0,8.12
236,Chuy,UY,2022-04-02 04:16:34,-33.6971,-53.4616,53.69,73,0,3.18
237,Boa Vista,BR,2022-04-02 04:16:35,2.8197,-60.6733,78.78,65,0,4.61
238,Mount Isa,AU,2022-04-02 04:16:35,-20.7333,139.5,92.97,17,69,5.75
239,Chapais,CA,2022-04-02 04:16:35,49.7834,-74.8492,17.38,91,100,11.72
240,Murray Bridge,AU,2022-04-02 04:15:23,-35.1167,139.2667,70.83,36,100,9.24
241,Aginskoye,RU,2022-04-02 04:16:36,51.1,114.53,51.76,23,79,12.53
242,Kamina,CD,2022-04-02 04:16:37,-8.7386,24.9906,63.88,96,98,2.26
243,Isangel,VU,2022-04-02 04:16:37,-19.55,169.2667,84.52,77,79,8.93
244,Zemio,CF,2022-04-02 04:16:37,5.0314,25.1361,75.56,59,100,2.57
245,Yar-Sale,RU,2022-04-02 04:16:38,66.8333,70.8333,10.49,87,47,11.77
246,Igarka,RU,2022-04-02 04:16:38,67.4667,86.5833,15.84,90,100,7.02
247,Ekhabi,RU,2022-04-02 04:16:39,53.5102,142.9671,25.36,64,10,8.68
248,Sao Filipe,CV,2022-04-02 04:16:39,14.8961,-24.4956,69.82,83,11,6.89
249,Buraydah,SA,2022-04-02 04:16:40,26.326,43.975,63.05,14,12,5.82
250,Saldanha,ZA,2022-04-02 04:16:40,-33.0117,17.9442,61.29,81,0,19.91
251,West Richland,US,2022-04-02 04:15:34,46.3043,-119.3614,56.3,49,75,3.44
252,Nelson Bay,AU,2022-04-02 04:16:41,-32.7167,152.15,71.65,67,89,16.2
253,Chhindwara,IN,2022-04-02 04:16:41,22.0667,78.9333,94.01,10,2,4.21
254,Campagna,IT,2022-04-02 04:16:42,40.6653,15.1059,43.84,82,78,3.0
255,Jiquipilas,MX,2022-04-02 04:13:27,16.6667,-93.65,71.91,66,1,2.48
256,Makakilo City,US,2022-04-02 04:16:43,21.3469,-158.0858,73.72,70,100,12.66
257,Port-Gentil,GA,2022-04-02 04:16:43,-0.7193,8.7815,74.82,93,100,0.85
258,Darhan,MN,2022-04-02 04:16:44,49.4867,105.9228,46.96,25,5,1.88
259,Saint-Louis,SN,2022-04-02 04:16:44,16.3333,-15.0,75.13,25,0,11.25
260,Verdun,FR,2022-04-02 04:16:45,49.25,5.3333,34.16,79,96,13.0
261,Baghdad,IQ,2022-04-02 04:12:09,33.3406,44.4009,58.91,33,14,3.44
262,Wladyslawowo,PL,2022-04-02 04:16:45,54.7909,18.4009,35.15,58,97,24.38
263,Rawson,AR,2022-04-02 04:16:46,-43.3002,-65.1023,66.9,24,23,17.76
264,Nassau,US,2022-04-02 04:16:46,40.7507,-73.5829,44.65,49,100,17.27
265,Port Elizabeth,ZA,2022-04-02 04:15:45,-33.918,25.5701,61.11,94,100,5.75
266,Lagoa,PT,2022-04-02 04:16:47,39.05,-27.9833,56.43,74,100,19.13
267,Zhicheng,CN,2022-04-02 04:16:47,30.2956,111.5047,66.49,51,100,3.04
268,Arman,RU,2022-04-02 04:16:48,59.7,150.1667,26.02,57,100,5.37
269,Clyde River,CA,2022-04-02 04:16:48,70.4692,-68.5914,10.63,92,100,5.75
270,Iqaluit,CA,2022-04-02 04:15:55,63.7506,-68.5145,24.53,92,100,5.01
271,Hamilton,US,2022-04-02 04:15:23,39.1834,-84.5333,36.66,78,0,3.44
272,Kayerkan,RU,2022-04-02 04:16:51,69.3497,87.7602,8.53,92,100,7.4
273,Kharovsk,RU,2022-04-02 04:16:52,59.9642,40.1912,14.11,92,71,4.05
274,Corrales,US,2022-04-02 04:17:53,35.2378,-106.6067,58.24,31,5,10.0
275,Rognan,NO,2022-04-02 04:17:53,67.0953,15.3878,32.14,89,100,12.1
276,Rosarito,MX,2022-04-02 04:17:53,32.3333,-117.0333,62.1,79,11,2.77
277,Carlisle,US,2022-04-02 04:13:09,40.2015,-77.1889,41.04,52,4,13.29
278,Zhigansk,RU,2022-04-02 04:17:54,66.7697,123.3711,22.6,87,100,16.17
279,Shubarkuduk,KZ,2022-04-02 04:17:54,49.1447,56.4872,38.89,79,99,8.3
280,Foumban,CM,2022-04-02 04:17:55,5.7291,10.9001,64.33,91,97,1.54
281,Te Anau,NZ,2022-04-02 04:17:56,-45.4167,167.7167,70.23,38,1,1.9
282,Airai,TL,2022-04-02 04:17:56,-8.9266,125.4092,76.06,43,6,1.9
283,Concordia,AR,2022-04-02 04:17:56,-31.393,-58.0209,54.79,82,0,4.0
284,Pailon,BO,2022-04-02 04:17:57,-17.65,-62.75,65.3,47,100,3.15
285,Vanavara,RU,2022-04-02 04:17:57,60.34,102.2797,22.21,73,100,4.63
286,Port Macquarie,AU,2022-04-02 04:13:54,-31.4333,152.9167,74.89,58,40,6.44
287,Gondanglegi,ID,2022-04-02 04:17:58,-7.7479,112.0132,84.76,70,99,6.06
288,Ous,RU,2022-04-02 04:17:59,60.9058,61.5186,23.63,73,10,5.3
289,Golden,US,2022-04-02 04:17:59,39.7555,-105.2211,46.42,41,20,4.61
290,Colares,PT,2022-04-02 04:18:00,38.7992,-9.4469,51.76,51,42,24.0
291,Mawlaik,MM,2022-04-02 04:18:00,23.6333,94.4167,95.7,32,15,2.84
292,Omsukchan,RU,2022-04-02 04:18:01,62.5333,155.8,5.36,88,100,8.5
293,Kidal,ML,2022-04-02 04:18:01,18.4411,1.4078,83.61,12,100,10.31
