City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Constantine,DZ,2022-04-02 04:18:02,36.365,6.6147,40.41,60,40,10.36
295,Pacific Grove,US,2022-04-02 04:16:06,36.6177,-121.9166,54.25,86,100,6.91
296,Kathu,TH,2022-04-02 04:13:11,7.9178,98.3332,89.42,76,98,3.83
297,Gwadar,PK,2022-04-02 04:18:03,25.1216,62.3254,84.74,32,0,3.94
298,Gobabis,NA,2022-04-02 04:18:03,-22.45,18.9667,66.27,76,33,7.83
299,Chapada Dos Guimaraes,BR,2022-04-02 04:18:04,-15.4606,-55.7497,55.06,97,67,2.46
300,Miri,MY,2022-04-02 04:18:04,4.4148,114.0089,91.54,55,40,2.3
301,Wexford,IE,2022-04-02 04:18:04,52.3342,-6.4575,40.21,90,100,10.16
302,Gandajika,CD,2022-04-02 04:18:05,-6.75,23.95,66.52,91,92,2.95
303,Colac,AU,2022-04-02 04:18:05,-38.3333,143.5833,62.17,69,100,11.52
304,Severo-Kurilsk,RU,2022-04-02 04:18:06,50.6789,156.125,27.72,76,95,29.3
305,Xixiang,CN,2022-04-02 04:18:06,35.1628,112.865,66.54,16,0,8.3
306,Komsomolskiy,UZ,2022-04-02 04:18:07,40.4272,71.7189,63.32,45,32,6.91
307,Westport,US,2022-04-02 04:18:07,41.1415,-73.3579,44.64,56,100,20.71
308,Nikolskoye,RU,2022-04-02 04:18:08,59.7035,30.7861,28.29,96,52,2.66
309,Oskaloosa,US,2022-04-02 04:18:09,41.2964,-92.6444,41.32,81,0,5.75
310,Jacqueville,CI,2022-04-02 04:18:09,5.2052,-4.4146,80.82,87,100,8.75
311,Rio Gallegos,AR,2022-04-02 04:18:10,-51.6226,-69.2181,44.65,87,0,4.61
312,Chicama,PE,2022-04-02 04:18:10,-7.8447,-79.1469,64.94,79,100,6.6
313,Santa Vitoria Do Palmar,BR,2022-04-02 04:18:11,-33.5189,-53.3681,54.45,71,0,3.6
314,Uruzgan,AF,2022-04-02 04:18:11,32.8333,66.0,61.93,19,0,1.77
315,Talas,TR,2022-04-02 04:18:12,38.6908,35.5538,43.47,65,0,3.44
316,Porbandar,IN,2022-04-02 04:19:12,21.6422,69.6093,82.38,78,1,6.91
317,Ponta Do Sol,PT,2022-04-02 04:19:13,32.6667,-17.1,63.01,83,100,2.62
318,Locri,IT,2022-04-02 04:19:13,38.2414,16.2623,48.33,71,22,16.98
319,Mingshui,CN,2022-04-02 04:19:14,36.7167,117.5,60.21,41,44,2.42
320,Teguldet,RU,2022-04-02 04:19:14,57.3064,88.1667,33.04,98,100,11.54
321,Haines Junction,CA,2022-04-02 04:19:14,60.7522,-137.5108,30.15,64,100,2.3
322,Sambava,MG,2022-04-02 04:19:15,-14.2667,50.1667,75.29,88,26,6.8
323,Manoel Urbano,BR,2022-04-02 04:19:15,-8.8389,-69.2597,63.84,79,99,4.7
324,Acapulco,MX,2022-04-02 04:19:16,16.8634,-99.8901,78.62,69,75,8.05
325,Bambous Virieux,MU,2022-04-02 04:19:17,-20.3428,57.7575,79.05,78,75,21.85
326,Denpasar,ID,2022-04-02 04:19:17,-8.65,115.2167,83.86,83,40,11.5
327,Mishelevka,RU,2022-04-02 04:19:17,52.8575,103.1719,39.56,82,49,6.85
328,Portree,GB,2022-04-02 04:19:18,57.4129,-6.1942,35.53,88,62,7.31
329,Kavaratti,IN,2022-04-02 04:19:18,10.5669,72.642,82.98,73,97,8.05
330,Sept-Iles,CA,2022-04-02 04:19:19,50.2001,-66.3821,32.52,96,100,3.44
331,Kungurtug,RU,2022-04-02 04:19:19,50.5994,97.5228,35.83,52,92,1.34
332,Hosangadi,IN,2022-04-02 04:19:20,13.7,74.95,87.96,62,82,3.56
333,Camiri,BO,2022-04-02 04:19:20,-20.05,-63.5167,56.61,53,66,0.74
334,Dali,CN,2022-04-02 04:19:21,25.7,100.1833,41.74,95,100,4.54
335,Nago,JP,2022-04-02 04:19:21,26.5881,127.9761,63.45,77,100,11.56
336,Hailar,CN,2022-04-02 04:19:21,49.2,119.7,41.16,60,96,14.43
337,Escanaba,US,2022-04-02 04:14:41,45.7453,-87.0646,32.31,86,0,5.75
338,Cutlerville,US,2022-04-02 04:19:22,42.8409,-85.6636,29.62,82,0,4.61
339,Bandundu,CD,2022-04-02 04:19:23,-3.3167,17.3667,72.03,92,100,3.69
340,Mogadouro,PT,2022-04-02 04:19:23,41.3403,-6.7119,27.82,68,1,2.55
341,Acari,PE,2022-04-02 04:19:23,-15.4311,-74.6158,71.38,74,27,2.3
342,Podor,MR,2022-04-02 04:19:24,16.6527,-14.9587,76.03,25,0,12.26
343,Okato,NZ,2022-04-02 04:19:24,-39.2,173.8833,71.91,73,100,4.14
344,Bagdarin,RU,2022-04-02 04:19:25,54.4333,113.6,40.1,58,100,11.92
345,Lanzhou,CN,2022-04-02 04:19:25,36.0564,103.7922,54.09,21,0,0.29
346,Lincoln,US,2022-04-02 04:19:26,40.8,-96.667,50.27,79,100,6.91
347,Lardos,GR,2022-04-02 04:19:26,36.0942,28.0157,61.95,77,37,4.43
348,Limon,CR,2022-04-02 04:19:27,10.0,-83.0333,77.49,79,11,1.43
349,Pemberton,CA,2022-04-02 04:19:27,50.3164,-122.8027,36.91,98,94,3.89
350,San Lazaro,BZ,2022-04-02 04:19:28,18.0387,-88.6622,75.6,93,4,6.98
351,Rocky Mountain House,CA,2022-04-02 04:15:23,52.3668,-114.9188,28.51,74,79,3.44
352,Visby,SE,2022-04-02 04:19:29,57.6409,18.296,28.62,74,20,10.36
353,Yazman,PK,2022-04-02 04:19:29,29.1212,71.7446,92.23,4,0,9.95
354,Hirara,JP,2022-04-02 04:19:30,24.8,125.2833,68.27,77,75,24.16
355,Okha,RU,2022-04-02 04:19:30,53.5739,142.9478,24.71,65,13,8.86
356,Usinsk,RU,2022-04-02 04:19:31,65.9939,57.5281,7.25,94,68,8.25
357,Banff,CA,2022-04-02 04:19:31,51.1762,-115.5698,38.43,44,81,3.44
358,Teonthar,IN,2022-04-02 04:19:31,24.9833,81.65,94.75,14,0,2.98
359,Ust-Maya,RU,2022-04-02 04:19:32,60.4167,134.5333,26.13,80,87,5.95
360,Kamenka,RU,2022-04-02 04:19:32,51.3223,42.7678,53.96,81,100,17.74
361,Digras,IN,2022-04-02 04:19:33,20.1167,77.7167,95.77,14,8,8.14
362,Calama,CL,2022-04-02 04:19:33,-22.4667,-68.9333,45.09,42,0,13.8
363,Kamaishi,JP,2022-04-02 04:20:34,39.2667,141.8833,44.26,48,8,7.83
364,Yerofey Pavlovich,RU,2022-04-02 04:20:34,53.9667,121.9667,41.65,52,26,11.1
365,Renqiu,CN,2022-04-02 04:20:35,38.6989,116.0936,62.37,16,0,10.47
366,Richards Bay,ZA,2022-04-02 04:20:35,-28.783,32.0377,71.49,88,100,3.36
367,Magistralnyy,RU,2022-04-02 04:20:35,56.1725,107.4458,38.3,87,100,8.55
368,Taman,RU,2022-04-02 04:20:36,45.2117,36.7161,49.62,82,80,22.01
369,Samarai,PG,2022-04-02 04:20:37,-10.6167,150.6667,82.29,75,100,15.37
370,Iquitos,PE,2022-04-02 04:20:37,-3.7481,-73.2472,75.24,94,100,2.3
371,Humaita,BR,2022-04-02 04:20:37,-7.5061,-63.0208,70.14,99,100,2.95
372,Imbituba,BR,2022-04-02 04:20:38,-28.24,-48.6703,65.82,79,97,4.16
373,Bansko,BG,2022-04-02 04:20:39,41.8383,23.4885,40.73,95,55,5.59
374,Ankang,CN,2022-04-02 04:20:39,32.68,109.0172,68.54,44,9,0.67
375,Kampene,CD,2022-04-02 04:20:39,-3.6,26.6667,69.22,97,89,1.36
376,Batticaloa,LK,2022-04-02 04:20:40,7.7102,81.6924,83.23,68,10,5.01
377,Saint-Pierre,RE,2022-04-02 04:16:05,-21.3393,55.4781,74.88,91,75,11.5
378,Port Augusta,AU,2022-04-02 04:20:41,-32.5,137.7667,72.79,31,82,10.25
379,Shimoda,JP,2022-04-02 04:20:41,34.6667,138.95,52.16,65,100,7.63
380,Xinan,CN,2022-04-02 04:20:41,26.72,119.8556,54.79,70,100,2.44
381,Arzgir,RU,2022-04-02 04:20:42,45.3728,44.2206,54.36,55,97,10.18
382,Moose Factory,CA,2022-04-02 04:20:43,51.2585,-80.6094,17.58,73,100,4.61
383,Pisco,PE,2022-04-02 04:20:43,-13.7,-76.2167,66.25,77,0,8.05
384,Hurghada,EG,2022-04-02 04:20:43,27.2574,33.8129,74.19,28,37,8.34
385,Olafsvik,IS,2022-04-02 04:20:44,64.8945,-23.7142,41.52,91,100,9.6
386,Seoul,KR,2022-04-02 04:20:01,37.5683,126.9778,58.39,30,0,9.22
387,Buala,SB,2022-04-02 04:20:45,-8.145,159.5921,81.1,83,86,10.63
388,Grevesmuhlen,DE,2022-04-02 04:20:46,53.8667,11.1833,35.35,76,100,15.79
389,Sinnamary,GF,2022-04-02 04:20:46,5.3833,-52.95,76.06,92,94,9.08
390,Leningradskiy,RU,2022-04-02 04:20:46,69.3833,178.4167,2.28,91,100,8.08
391,Bonthe,SL,2022-04-02 04:20:47,7.5264,-12.505,77.81,90,100,4.65
392,Monrovia,LR,2022-04-02 04:20:47,6.3005,-10.7969,79.16,87,90,5.73
393,Bull Savanna,JM,2022-04-02 04:20:48,17.8868,-77.5902,74.34,83,7,9.08
394,Renfrew,GB,2022-04-02 04:20:48,55.872,-4.3925,32.61,88,97,1.14
395,Rietberg,DE,2022-04-02 04:20:49,51.8,8.4333,33.67,88,100,11.23
396,Henties Bay,NA,2022-04-02 04:20:49,-22.116,14.2845,59.95,91,16,7.61
397,Mitzic,GA,2022-04-02 04:20:50,0.7821,11.549,68.07,99,100,2.17
398,Port Hedland,AU,2022-04-02 04:20:50,-20.3167,118.5667,95.05,52,3,12.66
399,Zhangye,CN,2022-04-02 04:20:51,38.9342,100.4517,56.08,10,0,4.41
400,Wajima,JP,2022-04-02 04:20:51,37.4,136.9,48.88,53,20,6.91
401,Camacha,PT,2022-04-02 04:20:51,33.0833,-16.3333,56.62,82,20,3.44
402,Asau,RO,2022-04-02 04:20:52,46.4333,26.4,49.28,83,100,5.5
403,Kayanga,TZ,2022-04-02 04:20:52,-1.5303,31.1511,56.91,95,79,2.35
404,Merauke,ID,2022-04-02 04:20:53,-8.4667,140.3333,83.39,70,100,8.43
405,Cap Malheureux,MU,2022-04-02 04:20:53,-19.9842,57.6142,76.46,86,100,13.0
406,Caorle,IT,2022-04-02 04:21:54,45.5966,12.8758,46.35,94,100,8.21
407,Provideniya,RU,2022-04-02 04:21:54,64.3833,-173.3,23.43,83,90,8.86
408,Issoire,FR,2022-04-02 04:21:55,45.55,3.25,31.26,96,100,15.46
409,Ahmadpur Sial,PK,2022-04-02 04:21:55,30.6754,71.7483,84.83,6,0,3.62
410,Kuah,MY,2022-04-02 04:21:56,6.3265,99.8432,82.38,83,40,1.14
411,Xam Nua,LA,2022-04-02 04:21:56,20.4197,104.0439,58.33,72,100,4.56
412,Collie,AU,2022-04-02 04:21:57,-33.3667,116.15,84.04,38,74,8.57
413,Gat,IL,2022-04-02 04:21:14,31.61,34.7642,72.39,46,100,1.54
414,Ballina,AU,2022-04-02 04:21:57,-28.8667,153.5667,84.38,74,38,8.59
415,Milyutinskaya,RU,2022-04-02 04:21:58,48.6279,41.6679,57.72,59,99,15.19
416,Cidreira,BR,2022-04-02 04:21:58,-30.1811,-50.2056,63.18,72,23,4.61
417,Luanda,AO,2022-04-02 04:19:31,-8.8368,13.2343,77.16,89,100,6.8
418,Cabanas,CU,2022-04-02 04:21:59,22.9758,-82.9219,75.45,88,12,5.28
419,Banjar,ID,2022-04-02 04:21:59,-8.19,114.9675,85.59,74,60,1.68
420,Maniitsoq,GL,2022-04-02 04:22:00,65.4167,-52.9,29.35,71,77,5.79
421,Yeppoon,AU,2022-04-02 04:22:00,-23.1333,150.7333,79.86,63,31,12.3
422,Mason City,US,2022-04-02 04:21:01,43.1536,-93.201,38.08,76,100,3.44
423,Limoges,FR,2022-04-02 04:22:01,45.75,1.3333,30.76,93,100,11.5
424,Powassan,CA,2022-04-02 04:22:01,46.0334,-79.3496,27.0,72,63,5.95
425,Ketchikan,US,2022-04-02 04:22:02,55.3422,-131.6461,40.98,87,100,5.75
426,Kirakira,SB,2022-04-02 04:22:02,-10.4544,161.9205,84.58,67,100,5.17
427,Sitka,US,2022-04-02 04:22:03,57.0531,-135.33,39.09,81,100,4.61
428,Goundi,TD,2022-04-02 04:22:03,9.3627,17.366,82.44,22,73,2.26
429,Anloga,GH,2022-04-02 04:22:04,5.7947,0.8973,81.93,83,100,14.5
430,Filadelfia,US,2022-04-02 04:17:43,39.9523,-75.1638,44.85,44,100,16.11
431,Baikunthpur,IN,2022-04-02 04:22:04,23.25,82.55,94.64,11,0,3.49
432,Nsanje,MW,2022-04-02 04:22:05,-16.92,35.262,71.49,99,51,2.1
433,Berdigestyakh,RU,2022-04-02 04:22:05,62.0989,126.6992,30.42,85,95,6.06
434,Nuuk,GL,2022-04-02 04:22:06,64.1835,-51.7216,38.01,65,75,5.75
435,Santa Cruz,BO,2022-04-02 04:17:19,-17.8,-63.1667,63.86,63,75,5.75
436,Yumen,CN,2022-04-02 04:22:06,40.2833,97.2,53.46,13,0,11.07
437,Ararangua,BR,2022-04-02 04:22:07,-28.9347,-49.4858,56.46,89,8,3.74
438,Sobolevo,RU,2022-04-02 04:22:08,54.4299,31.8996,30.42,96,100,14.81
439,Kasama,ZM,2022-04-02 04:22:09,-10.2129,31.1808,59.2,98,95,3.42
440,Quatre Cocos,MU,2022-04-02 04:22:09,-20.2078,57.7625,78.91,89,100,18.5
441,Tolaga Bay,NZ,2022-04-02 04:22:10,-38.3667,178.3,65.43,78,88,6.67
442,Oulainen,FI,2022-04-02 04:22:10,64.2667,24.8,20.8,92,73,7.61
443,Matamoros,MX,2022-04-02 04:22:11,25.5333,-103.25,77.11,11,40,2.3
444,Catuday,PH,2022-04-02 04:22:11,16.2923,119.8062,84.97,57,99,5.37
445,Gushikawa,JP,2022-04-02 04:22:12,26.3544,127.8686,62.6,97,100,14.97
446,Betsiamites,CA,2022-04-02 04:22:12,48.9413,-68.646,32.4,98,100,8.46
447,Svetlogorsk,BY,2022-04-02 04:22:13,52.6333,29.7333,33.53,95,100,13.69
448,Neuquen,AR,2022-04-02 04:20:23,-38.9516,-68.0591,48.09,87,0,0.0
449,Altay,CN,2022-04-02 04:22:13,47.8667,88.1167,45.9,55,100,2.57
450,Adrar,MR,2022-04-02 04:22:14,20.5022,-10.0711,70.12,15,1,6.58
451,Kozhva,RU,2022-04-02 04:22:14,65.1073,57.0459,12.0,93,87,5.46
452,Iberia,US,2022-04-02 04:22:15,29.9502,-91.7507,62.58,63,0,6.91
453,Nampula,MZ,2022-04-02 04:22:15,-15.1165,39.2666,71.55,88,0,0.0
454,Souillac,MU,2022-04-02 04:23:16,-20.5167,57.5167,79.18,78,75,21.85
455,Caravelas,BR,2022-04-02 04:23:16,-17.7125,-39.2481,74.14,90,0,4.16
456,Kanashevo,RU,2022-04-02 04:23:17,55.2169,62.0634,30.76,97,100,10.31
457,Kodinar,IN,2022-04-02 04:23:17,20.7903,70.7031,85.41,47,78,6.46
458,Alofi,NU,2022-04-02 04:23:18,-19.0595,-169.9187,82.29,78,85,8.05
459,Kahului,US,2022-04-02 04:23:18,20.8947,-156.47,77.02,74,40,21.85
460,Slonim,BY,2022-04-02 04:23:19,53.0867,25.3219,30.49,97,100,14.9
461,Yinchuan,CN,2022-04-02 04:23:19,38.4681,106.2731,50.83,19,0,2.8
462,Traian,RO,2022-04-02 04:23:19,46.6333,27.0333,51.67,82,0,4.61
463,Sao Joao Da Barra,BR,2022-04-02 04:23:20,-21.6403,-41.0511,74.82,88,4,2.26
464,Olga,RU,2022-04-02 04:23:20,43.7444,135.2892,48.27,36,11,6.02
465,Aswan,EG,2022-04-02 04:23:21,24.0934,32.907,72.7,21,0,5.75
466,Belmonte,BR,2022-04-02 04:23:21,-15.8631,-38.8828,76.8,83,12,4.38
467,Uige,AO,2022-04-02 04:23:22,-7.6087,15.0613,66.15,98,100,1.16
468,Zelenoborskiy,RU,2022-04-02 04:23:22,66.845,32.3622,9.27,96,100,3.31
469,Bella Union,UY,2022-04-02 04:23:23,-30.2752,-57.6007,51.96,75,0,7.29
470,Kapit,MY,2022-04-02 04:23:23,2.0167,112.9333,93.15,50,23,2.24
471,Najran,SA,2022-04-02 04:23:24,17.4924,44.1277,59.65,15,6,1.3
472,Tessalit,ML,2022-04-02 04:23:24,20.1986,1.0114,81.14,12,100,6.67
473,Morena,IN,2022-04-02 04:23:24,26.4969,78.0,93.31,6,0,1.81
474,Mayo,US,2022-04-02 04:23:25,38.8876,-76.5119,46.35,54,75,18.41
475,San Quintin,MX,2022-04-02 04:23:25,30.4833,-115.95,59.47,79,6,6.6
476,Sakhipur,BD,2022-04-02 04:23:26,24.3,90.1833,84.36,63,69,8.01
477,Luderitz,NA,2022-04-02 04:23:26,-26.6481,15.1594,58.75,76,0,16.98
478,Kudahuvadhoo,MV,2022-04-02 04:23:27,2.6708,72.8944,83.08,68,29,4.92
479,Puri,IN,2022-04-02 04:23:27,19.8,85.85,84.72,80,66,20.67
480,Kankan,GN,2022-04-02 04:23:28,10.3854,-9.3057,82.72,60,100,8.81
481,Saint George,US,2022-04-02 04:23:28,37.1041,-113.5841,67.95,27,0,6.91
482,Haimen,CN,2022-04-02 04:23:28,23.1935,116.6142,58.89,88,100,9.17
483,Dingle,PH,2022-04-02 04:23:29,10.9995,122.6711,87.91,53,70,16.06
484,Pokaran,IN,2022-04-02 04:23:29,26.9167,71.9167,92.77,6,0,13.22
485,Rivadavia,AR,2022-04-02 04:23:30,-33.1905,-68.4608,52.68,45,0,2.8
486,Santa Cruz Del Sur,CU,2022-04-02 04:23:30,20.7147,-77.9956,78.17,74,36,3.09
487,Aberdeen,GB,2022-04-02 04:23:31,57.1437,-2.0981,35.49,99,75,2.3
488,Mount Gambier,AU,2022-04-02 04:23:31,-37.8333,140.7667,67.82,50,100,11.48
489,Elizabeth City,US,2022-04-02 04:23:32,36.2946,-76.2511,53.02,49,0,11.5
490,Havoysund,NO,2022-04-02 04:23:32,70.9963,24.6622,28.63,83,100,5.39
491,Derzhavinsk,KZ,2022-04-02 04:23:32,51.1,66.3167,30.99,86,93,9.93
492,Kyaikto,MM,2022-04-02 04:23:33,17.3,97.0167,91.2,47,17,9.62
493,Mochalishche,RU,2022-04-02 04:23:33,56.3306,48.3547,29.95,93,100,12.37
494,Capaci,IT,2022-04-02 04:23:34,38.1711,13.2393,53.2,68,40,17.27
495,Price,US,2022-04-02 04:23:34,39.5994,-110.8107,50.11,31,0,4.61
496,San Carlos De Bariloche,AR,2022-04-02 04:20:33,-41.1456,-71.3082,47.95,57,0,9.22
497,Opuwo,NA,2022-04-02 04:23:35,-18.0607,13.84,67.95,83,34,1.83
498,Eregli,TR,2022-04-02 04:23:35,37.5133,34.0467,53.06,40,72,5.19
499,Shaoyang,CN,2022-04-02 04:23:36,27.2315,111.4525,60.48,50,100,2.68
500,Festus,US,2022-04-02 04:19:13,38.2206,-90.396,45.05,87,55,5.41
501,Horsham,GB,2022-04-02 04:23:37,51.064,-0.3272,34.02,89,0,5.75
502,Pestisani,RO,2022-04-02 04:24:37,45.0667,23.0333,48.69,91,100,6.31
503,Berlevag,NO,2022-04-02 04:24:37,70.8578,29.0864,19.2,75,100,10.51
504,Beira,MZ,2022-04-02 04:24:38,-19.8436,34.8389,75.29,100,20,4.61
505,Abu Samrah,SY,2022-04-02 04:24:38,35.3029,37.1841,59.77,41,61,2.77
506,Shelburne,CA,2022-04-02 04:24:39,44.0787,-80.2041,27.05,82,83,11.83
507,Tampilisan,PH,2022-04-02 04:24:39,8.0167,122.6833,83.73,72,65,11.36
508,Husavik,IS,2022-04-02 04:24:40,66.0449,-17.3389,34.21,85,90,9.37
509,Vysokogornyy,RU,2022-04-02 04:24:40,50.1167,139.15,28.36,81,100,13.51
510,Aklavik,CA,2022-04-02 04:24:41,68.2191,-135.0107,-15.07,96,70,5.5
511,Mazatlan,MX,2022-04-02 04:19:54,23.2167,-106.4167,70.92,81,0,0.0
512,Huarmey,PE,2022-04-02 04:24:41,-10.0681,-78.1522,70.5,83,89,8.81
513,Urusha,RU,2022-04-02 04:24:42,54.05,122.9,41.18,54,47,9.82
514,Almaznyy,RU,2022-04-02 04:24:42,48.0448,40.045,57.34,57,98,13.65
515,Tambura,SS,2022-04-02 04:24:43,5.6,27.4667,74.91,51,88,2.44
516,Dunedin,NZ,2022-04-02 04:24:43,-45.8742,170.5036,61.92,64,0,4.72
517,Poltavka,RU,2022-04-02 04:21:20,54.3663,71.7632,32.88,100,100,4.47
518,Zeya,RU,2022-04-02 04:24:44,53.75,127.2667,38.68,56,88,4.32
519,Orlik,RU,2022-04-02 04:24:44,52.5178,99.825,30.69,68,14,2.95
520,Bilibino,RU,2022-04-02 04:24:45,68.0546,166.4372,9.68,72,100,0.92
521,Boddam,GB,2022-04-02 04:24:45,57.4667,-1.7833,31.42,85,98,5.68
522,Dzilam Gonzalez,MX,2022-04-02 04:24:45,21.2833,-88.9333,80.1,72,57,8.52
523,Kongoussi,BF,2022-04-02 04:24:46,13.3258,-1.5347,81.1,26,84,4.0
524,Sigli,ID,2022-04-02 04:24:47,5.3848,95.9609,85.42,66,100,3.4
525,Sandwick,GB,2022-04-02 04:24:47,60.0,-1.25,35.42,75,6,3.44
526,Kifri,IQ,2022-04-02 04:24:48,34.6959,44.9661,69.33,30,23,3.47
527,Carman,CA,2022-04-02 04:24:48,49.4992,-98.0016,35.94,69,15,17.27
528,Dioknisi,GE,2022-04-02 04:24:49,41.6293,42.3917,46.4,77,46,6.49
529,Qasigiannguit,GL,2022-04-02 04:24:49,68.8193,-51.1922,28.65,84,26,3.87
530,Koulikoro,ML,2022-04-02 04:24:50,14.0,-7.75,78.17,13,25,8.57
531,Auki,SB,2022-04-02 04:24:50,-8.7676,160.7034,79.92,85,70,7.7
532,Punta Alta,AR,2022-04-02 04:22:08,-38.8759,-62.0736,56.93,48,90,14.45
533,Damphu,BT,2022-04-02 04:24:51,27.0721,90.1096,73.06,70,94,4.47
534,Progreso,MX,2022-04-02 04:24:51,21.2833,-89.6667,84.11,84,17,7.0
535,Jumla,NP,2022-04-02 04:24:51,29.2747,82.1838,69.4,25,0,5.61
536,Lazaro Cardenas,MX,2022-04-02 04:23:41,17.9583,-102.2,71.73,79,100,4.43
537,Bambanglipuro,ID,2022-04-02 04:24:52,-7.95,110.2833,82.15,68,96,2.71
538,Goderich,CA,2022-04-02 04:24:53,43.7501,-81.7165,32.92,80,88,3.44
539,Portland,US,2022-04-02 04:20:39,45.5234,-122.6762,51.62,88,100,3.0
540,Slavutych,UA,2022-04-02 04:24:53,51.5196,30.7343,36.3,96,100,12.66
541,Barberton,ZA,2022-04-02 04:24:54,-25.7884,31.0532,59.05,72,0,3.4
542,Basco,PH,2022-04-02 04:24:54,20.4487,121.9702,75.63,78,100,32.08
543,Sabang,ID,2022-04-02 04:24:55,5.8933,95.3214,83.8,72,100,12.24
544,Yining,CN,2022-04-02 04:24:55,29.0361,114.5636,62.04,49,100,1.34
545,Hammerfest,NO,2022-04-02 04:24:56,70.6634,23.6821,27.05,68,100,9.22
546,Fare,PF,2022-04-02 04:24:56,-16.7,-151.0167,82.18,68,91,1.45
547,Kautokeino,NO,2022-04-02 04:24:56,69.0125,23.0412,16.66,87,100,10.74
548,Daru,PG,2022-04-02 04:25:57,-9.0763,143.2092,82.87,73,85,2.3
549,Alappuzha,IN,2022-04-02 04:25:57,9.49,76.3264,83.64,72,54,1.12
550,Wabana,CA,2022-04-02 04:25:58,47.6332,-52.9481,35.08,97,100,28.77
551,Sao Jose Da Coroa Grande,BR,2022-04-02 04:25:58,-8.8978,-35.1478,77.56,83,87,4.14
552,Pokhara,NP,2022-04-02 04:25:59,28.2333,83.9833,76.6,53,93,5.12
553,Jakar,BT,2022-04-02 04:25:59,27.5492,90.7525,58.66,75,81,3.51
554,Tari,NG,2022-04-02 04:26:00,12.4086,4.4914,81.34,10,100,4.23
555,Sao Miguel Do Araguaia,BR,2022-04-02 04:26:00,-13.275,-50.1628,73.04,87,6,1.03
556,Burnie,AU,2022-04-02 04:26:00,-41.0667,145.9167,65.55,50,97,4.88
557,Bahia Blanca,AR,2022-04-02 04:26:01,-38.7196,-62.2724,58.64,40,88,14.97
558,Niquero,CU,2022-04-02 04:26:02,20.0431,-77.5828,76.37,81,17,2.84
559,Menongue,AO,2022-04-02 04:26:02,-14.6585,17.691,61.92,97,100,4.7
560,Morondava,MG,2022-04-02 04:26:03,-20.2833,44.2833,74.59,80,0,5.88
561,Mercedes,AR,2022-04-02 04:26:03,-34.6515,-59.4307,50.04,72,18,7.45
562,Mulbagal,IN,2022-04-02 04:26:04,13.1667,78.4,80.91,55,43,6.62
563,Sorland,NO,2022-04-02 04:26:04,67.667,12.6934,34.57,53,100,24.4
564,Marsh Harbour,BS,2022-04-02 04:26:04,26.5412,-77.0636,75.99,89,73,10.87
565,Letlhakane,BW,2022-04-02 04:26:05,-21.4167,25.5833,66.04,46,5,7.85
566,Burbach,DE,2022-04-02 04:26:05,50.75,8.0833,29.48,90,100,11.99
567,Marienburg,PL,2022-04-02 04:26:06,54.0359,19.0266,35.11,64,100,16.89
568,Tautira,PF,2022-04-02 04:26:06,-17.7333,-149.15,81.93,74,81,9.13
569,Fairbanks,US,2022-04-02 04:25:53,64.8378,-147.7164,17.94,38,40,14.97
570,Mandera,KE,2022-04-02 04:26:07,3.9366,41.867,80.02,68,1,9.55
571,Ust-Tsilma,RU,2022-04-02 04:26:08,65.441,52.1498,9.88,95,93,3.74
572,Bonavista,CA,2022-04-02 04:26:09,48.6499,-53.1147,32.23,97,100,25.41
573,Palu,ID,2022-04-02 04:26:09,-0.8917,119.8707,85.93,73,22,4.5
574,Iralaya,HN,2022-04-02 04:26:10,15.0,-83.2333,78.89,78,8,11.39
575,San Felipe,VE,2022-04-02 04:26:10,10.3399,-68.7425,72.43,93,97,4.41
576,Kibre Mengist,ET,2022-04-02 04:26:11,5.8833,38.9833,57.16,76,7,2.51
577,Grand Gaube,MU,2022-04-02 04:26:11,-20.0064,57.6608,79.2,87,100,13.0
578,Ostrovnoy,RU,2022-04-02 04:26:12,68.0531,39.5131,10.78,95,85,12.86
579,Dryden,CA,2022-04-02 04:21:38,49.7833,-92.7503,35.89,87,100,12.66
580,Maragogi,BR,2022-04-02 04:26:12,-9.0122,-35.2225,77.54,83,83,4.29
581,Baruun-Urt,MN,2022-04-02 04:26:13,46.6806,113.2792,49.46,20,98,19.73
582,Coihaique,CL,2022-04-02 04:26:13,-45.5752,-72.0662,55.35,58,100,6.91
583,Turkistan,KZ,2022-04-02 04:26:14,43.0,68.0,61.79,25,96,1.59
584,Kawalu,ID,2022-04-02 04:26:14,-7.3817,108.2082,87.58,60,74,1.81
585,Salalah,OM,2022-04-02 04:26:15,17.0151,54.0924,80.69,26,0,1.14
586,Thaba-Tseka,LS,2022-04-02 04:26:15,-29.522,28.6084,46.83,87,18,3.31
587,Masindi,UG,2022-04-02 04:26:16,1.6744,31.715,64.06,88,54,3.36
588,Kavieng,PG,2022-04-02 04:26:16,-2.5744,150.7967,76.06,92,100,8.57
589,Monte Alegre,BR,2022-04-02 04:26:16,-2.0078,-54.0692,73.38,97,72,3.42
590,Qena,EG,2022-04-02 04:26:17,26.1615,32.7183,75.97,13,18,6.08
591,Bolitoc,PH,2022-04-02 04:27:17,15.7395,119.8769,89.49,55,100,5.68
592,Lompoc,US,2022-04-02 04:27:18,34.6391,-120.4579,56.12,85,100,9.22
